premises_name, suburb, licence_no, address_1, address_2, postcode, long, licence_category, objectid, lga, lat
ACT OF WINE,SOUTHBANK,32067846,22 FANNING STREET,null,3006,144.9666678,Packaged Liquor Licence,6621,MELBOURNE,-37.82258259
GANGNAM POCHA,MELBOURNE,36149323,SHOP 1,270 KING STREET,3000,144.9548096,Limited Licence,6625,MELBOURNE,-37.81378433
null,MELBOURNE,32067951,GROUND FLOOR,341 QUEEN STREET,3000,144.9583412,Packaged Liquor Licence,6637,MELBOURNE,-37.81043969
ARCODYN COMPANY PTY LTD,SOUTHBANK,36149276,"3RD FLOOR, IBM TOWER",60 CITY ROAD,3006,144.9660701,Limited Licence,6638,MELBOURNE,-37.82127082
TAKETORI FUSION JAPANESE,MELBOURNE,32346355,"SHOP 1, 269 KING STREET",null,3000,144.9543038,Restaurant and cafe Licence,6643,MELBOURNE,-37.81391123
TOKYO-YA JAPANESE RESTAURANT,MELBOURNE,32346648,"109R, 228 A'BECKETT STREET",null,3000,144.9566523,Restaurant and cafe Licence,6646,MELBOURNE,-37.81028804
DA HU THE GREAT TIGER,MELBOURNE,32346630,"LEVEL 1, 219 SWANSTON STREET",null,3000,144.9649802,Restaurant and cafe Licence,6647,MELBOURNE,-37.8127265
GRANDMA NOODLES,MELBOURNE,32346664,150 LITTLE BOURKE ST,null,3000,144.967701,Restaurant and cafe Licence,6672,MELBOURNE,-37.81132654
SHUJINKO FLINDERS,MELBOURNE,32346779,"SHOP 13, 276 FLINDERS STREET",null,3000,144.9651981,Restaurant and cafe Licence,6686,MELBOURNE,-37.81789455
FAIRMACS SOUTH PACIFIC,SOUTHBANK,36149844,3107/9 POWER STREET,null,3006,144.9612088,Limited Licence,6699,MELBOURNE,-37.82289691
BELLES HOT CHICKEN GALLERIA,MELBOURNE,32347377,SHOP E22-23 GALLERIA,385 BOURKE STREET,3000,144.9629254,Restaurant and cafe Licence,6702,MELBOURNE,-37.81454641
BELLES HOT CHICKEN GALLERIA,MELBOURNE,36150285,SHOP E22-23 GALLERIA,385 BOURKE STREET,3000,144.9629254,Limited Licence,6703,MELBOURNE,-37.81454641
DAVID'S HOT POT,MELBOURNE,32346672,"VICTORIA ONE TOWER, LEVEL 1",452 ELIZABETH STREET,3000,144.9605238,Restaurant and cafe Licence,6708,MELBOURNE,-37.80790014
DAVID'S HOT POT,MELBOURNE,32346795,166 RUSSELL ST,null,3000,144.9681653,Restaurant and cafe Licence,6725,MELBOURNE,-37.81233196
DI STASIO CITTA,MELBOURNE,32348187,"GROUND FLOOR, 45 SPRING STREET",null,3000,144.9740539,Restaurant and cafe Licence,6731,MELBOURNE,-37.81416687
DI STASIO CITTA,MELBOURNE,36150950,"GROUND FLOOR, 45 SPRING STREET",null,3000,144.9740539,Limited Licence,6732,MELBOURNE,-37.81416687
VIRI VR,MELBOURNE,32347131,555 FLINDERS LANE,null,3000,144.955791,On-Premises Licence,6737,MELBOURNE,-37.819944
null,MELBOURNE,32347042,400 ELIZABETH STREET,null,3000,144.9612098,Restaurant and cafe Licence,6745,MELBOURNE,-37.80938996
SEORAE GALMAEGI,MELBOURNE,32347505,26-28 ARTEMIS LANE,null,3000,144.9655342,Restaurant and cafe Licence,6772,MELBOURNE,-37.8103574
CURRY VAULT INDIAN RESTAURANT AND BAR,MELBOURNE,31957690,BASEMENT,18-20 BANK PLACE,3000,144.9604489,General Licence,6787,MELBOURNE,-37.81642939
CURRY VAULT INDIAN RESTAURANT AND BAR,MELBOURNE,31287689,BASEMENT,18-20 BANK PLACE,3000,144.9604489,BYO Permit,6789,MELBOURNE,-37.81642939
NOVOTEL MELBOURNE CENTRAL,MELBOURNE,31957739,399 LITTLE LONSDALE STREET,null,3000,144.9600905,General Licence,6813,MELBOURNE,-37.81192242
DAGWOOD DELI,SOUTHBANK,32347385,TENANCY 6,6 RIVERSIDE QUAY,3006,144.9637632,On-Premises Licence,6816,MELBOURNE,-37.82063582
CAFE BABBO,MELBOURNE,32348242,SHOP 7,50 LONSDALE ST,3000,144.9711449,On-Premises Licence,6821,MELBOURNE,-37.80945695
SUSHI JIRO QV,MELBOURNE,32347490,"Q5003, QV SHOPPING CENTRE",CNR SWANSTON AND LONSDALE STREET,3000,144.9655342,Restaurant and cafe Licence,6822,MELBOURNE,-37.8103574
RAJPUTANA,MELBOURNE,32347246,2/280 KING STREET,null,3000,144.9546781,Restaurant and cafe Licence,6823,MELBOURNE,-37.81352122
RAJPUTANA,MELBOURNE,36150170,2/280 KING STREET,null,3000,144.9546781,Limited Licence,6825,MELBOURNE,-37.81352122
GOGI MATCHA,MELBOURNE,32347343,TENANCY 2-4,597 LITTLE LONSDALE STREET,3000,144.9539257,Restaurant and cafe Licence,6830,MELBOURNE,-37.81369936
PLUS EIGHT FIVE TWO,MELBOURNE,32348226,"SHOP G3,163 FRANKLIN STREET",null,3000,144.9594735,Restaurant and cafe Licence,6834,MELBOURNE,-37.80866473
CLIFTONS OPERATIONS,SOUTHBANK,32347296,LEVEL 18 FRESHWATER PLACE,2 SOUTHBANK BOULEVARD,3006,144.9624714,On-Premises Licence,6841,MELBOURNE,-37.82153375
SHIMORA WINES,MELBOURNE,36150146,1602 / 255 ELIZABETH STREET,null,3000,144.962185,Limited Licence,6846,MELBOURNE,-37.81275
RED PIGGIE,MELBOURNE,32347783,"LEVEL 3, 219 SWANSTON ST",null,3000,144.9649802,Restaurant and cafe Licence,6852,MELBOURNE,-37.8127265
SOHO RESTAURANT BAR,SOUTHBANK,32347393,PART GROUND FLOOR BUILDING 2,4 RIVERSIDE QUAY,3006,144.9632942,On-Premises Licence,6869,MELBOURNE,-37.82075387
CO HANH,MELBOURNE,32349719,"T3, 348 FLINDERS LANE",MELBOURNE CBD,3000,144.9623311,Restaurant and cafe Licence,6871,MELBOURNE,-37.81694116
THE ORIENT DRAGON HOT POT,MELBOURNE,32347513,55-59 A'BECKETT STREET,null,3000,144.9619325,Restaurant and cafe Licence,6879,MELBOURNE,-37.80913211
BRUNETTI FLINDERS LANE,MELBOURNE,36150308,250 FLINDERS LANE,null,3000,144.9657885,Limited Licence,6892,MELBOURNE,-37.81670264
STATE OF GRACE EST. 2013,MELBOURNE,32348284,ROOFTOP LEVEL,27 - 31 KING STREET,3000,144.9569879,Restaurant and cafe Licence,6907,MELBOURNE,-37.81974364
TANG'S SPICY HOT POT,MELBOURNE,32347733,471 ELIZABETH STREET,null,3000,144.959978,Restaurant and cafe Licence,6919,MELBOURNE,-37.80793
DISTRICT MOT VIETNAMESE RESTAURANT,MELBOURNE,32347775,SHOP 303T UPPER WEST SIDE,220 SPENCER STREET,3000,144.9530742,Restaurant and cafe Licence,6937,MELBOURNE,-37.81558374
NOODLE VILLA,MELBOURNE,32348268,281 ELIZABETH STREET,null,3000,144.9616462,Restaurant and cafe Licence,6981,MELBOURNE,-37.81223823
null,MELBOURNE,32349476,"VICTORIA ONE TOWER, GROUND FLOOR",452 ELIZABETH STREET,3000,144.9605238,Restaurant and cafe Licence,6985,MELBOURNE,-37.80790014
CHAPTER HOUSE COFFEE,MELBOURNE,32348682,209 FLINDERS LANE,null,3000,144.967844,Restaurant and cafe Licence,7026,MELBOURNE,-37.8163569
AUSTRALIAN CITY DESIGN COLLEGE,MELBOURNE,36150895,SUITE 802,343 LITTLE COLLINS STREET,3000,144.9632755,Limited Licence,7034,MELBOURNE,-37.81546023
VICTORY LOUNGE,MELBOURNE,36151257,"GROUND FLOOR, 416 COLLINS STREET",null,3000,144.9603529,Limited Licence,7060,MELBOURNE,-37.81707048
MAMA SITA,MELBOURNE,36151786,ADMINISTRATION OFFICE,"LEVEL 16, 414 LATROBE STREET",3000,144.9571351,Limited Licence,7066,MELBOURNE,-37.81133797
COOKING CORNER,MELBOURNE,32348412,SHOP 1 & 2,542-546 LITTLE BOURKE ST,3000,144.9563422,Restaurant and cafe Licence,7071,MELBOURNE,-37.81496496
ANDA CAF?,MELBOURNE,32348941,"GROUND FLOOR, 215 SPRING STREET",null,3000,144.9720566,Restaurant and cafe Licence,7082,MELBOURNE,-37.80983865
OLD MAN PHO,SOUTHBANK,32348624,"T2, 1 SOUTHBANK BOULEVARDE",null,3006,144.9627996,Restaurant and cafe Licence,7939,MELBOURNE,-37.82093788
OLD MAN PHO,MELBOURNE,32348878,"SHOP 19-21, LVL 1, QV2",CNR LONSDALE AND SWANSTON STREETS,3000,144.9655342,Restaurant and cafe Licence,7941,MELBOURNE,-37.8103574
CAFE SEGOVIA,MELBOURNE,32348357,33 BLOCK PLACE,null,3000,144.9642428,Restaurant and cafe Licence,7943,MELBOURNE,-37.81517397
KASS KASS,MELBOURNE,32348577,1 / 500 FLINDERS STREET,null,3000,144.9578273,Restaurant and cafe Licence,7960,MELBOURNE,-37.8200193
OSAKA BENCH,MELBOURNE,32348933,SHOP 1B 289 FLINDERS LANE,null,3000,144.9650671,Restaurant and cafe Licence,7967,MELBOURNE,-37.81716416
D.O.C. SB PTY LTD,SOUTHBANK,32348844,"TENANCY 7, BUILDING 3, 6 RIVERSIDE QUAY",null,3006,144.9637632,Restaurant and cafe Licence,7973,MELBOURNE,-37.82063582
BETTYS BURGERS & CONCRETE CO. EXHIBITION STREET,MELBOURNE,32348836,222 EXHIBITION STREET,null,3000,144.9702376,Restaurant and cafe Licence,7974,MELBOURNE,-37.81072651
BAR NONE GROUP,MELBOURNE,36151192,ADMINSTRATION OFFICE,"PART OF SUITE 2, LEVEL 8, 180 RUSSELL STREET",3000,144.9680382,Limited Licence,7981,MELBOURNE,-37.81204345
ISSHIN RAMEN BAR,MELBOURNE,32349905,LEVEL 1,349 ELIZABETH ST,3000,144.9612425,Restaurant and cafe Licence,7983,MELBOURNE,-37.81067922
L'OCCITANE AUSTRALIA,MELBOURNE,36151370,280 COLLINS ST,null,3000,144.9644733,Limited Licence,7995,MELBOURNE,-37.81588087
LOTTE TRAVEL RETAIL AUSTRALIA,MELBOURNE,32068185,PART OF GROUND FLOOR,185 SWANSTON ST,3000,144.9652381,Packaged Liquor Licence,8003,MELBOURNE,-37.81326265
TRULY VIET,MELBOURNE,32349418,268 SWANSTON ST,null,3000,144.965158,Restaurant and cafe Licence,8014,MELBOURNE,-37.81163012
CHUCKLE PARK,MELBOURNE,32349036,LANEWAY HUB ARCADE,318-322 LITTLE COLLINS ST,3000,144.9640779,On-Premises Licence,8038,MELBOURNE,-37.81497285
ICEBAR MELBOURNE,MELBOURNE,32349117,FEDERATION SQUARE,"TENANCY 32, THE ATRIUM, SWANSTON STREET",3000,144.969968,On-Premises Licence,8064,MELBOURNE,-37.8175395
SUSHI BOTO,MELBOURNE,32350647,"SHOPS FL2.10, FL2.11, FL2.12","LEVEL 2, 260 COLLINS STREET",3000,144.9650797,Restaurant and cafe Licence,8080,MELBOURNE,-37.81572013
THE POUR COMPANY,MELBOURNE,36151794,SUITE 1 LEVEL 8,180 RUSSELL ST,3000,144.9680382,Limited Licence,8083,MELBOURNE,-37.81204345
THE OXFORD SCHOLAR HOTEL,MELBOURNE,31957991,427 SWANSTON STREET,null,3000,144.9628601,General Licence,8099,MELBOURNE,-37.80812251
SO THAI TAPAS,WEST MELBOURNE,32349450,25-31 PEEL ST,null,3003,144.9553414,Restaurant and cafe Licence,8115,MELBOURNE,-37.80759396
BIBIMBAP,MELBOURNE,32350223,SHOP 7A,353-359 LITTLE COLLINS ST,3000,144.9629631,Restaurant and cafe Licence,8116,MELBOURNE,-37.81556612
SBRIGA,MELBOURNE,32350435,"SHOP 3, 280 KING STREET",null,3000,144.9546781,On-Premises Licence,8152,MELBOURNE,-37.81352122
MEAT THE CHALLENGE,MELBOURNE,32350299,TENANCY FLR 2.04,260 COLLINS STREET,3000,144.9650797,On-Premises Licence,8155,MELBOURNE,-37.81572013
YUZU AT DEGRAVES,MELBOURNE,32349963,13 DEGRAVES ST,null,3000,144.9657705,Restaurant and cafe Licence,8168,MELBOURNE,-37.81757934
CLUB COLOMBIA,MELBOURNE,32350574,118 QUEEN ST,null,3000,144.9613096,Restaurant and cafe Licence,8177,MELBOURNE,-37.81567292
SON IN LAW BY AYATANA,MELBOURNE,32350396,"TENANCY GD81, GROUND LEVEL","MELB CENTRAL, 360 ELIZABETH STREET",3000,144.9634863,On-Premises Licence,8178,MELBOURNE,-37.81170035
BAR CLARA,MELBOURNE,32350150,SHOP 5,85-87 LITTLE BOURKE STREET,3000,144.9699203,On-Premises Licence,8180,MELBOURNE,-37.81127389
SAM SAM MC,MELBOURNE,32350354,"TENANCY GD080, MELBOURNE CENTRAL",360 ELIZABETH STREET,3000,144.9619305,On-Premises Licence,8182,MELBOURNE,-37.81095205
COLOURS KITCHEN,MELBOURNE,32350320,TENANCY GD079 MELB CENTRAL SHOPPING CENTRE,360 ELIZABETH STREET,3000,144.9619305,On-Premises Licence,8192,MELBOURNE,-37.81095205
WORKSMITH COWORKING,MELBOURNE,32350338,"TENANCY GD090, MELBOURNE CENTRAL",360 ELIZABETH STREET,3000,144.9619305,On-Premises Licence,8194,MELBOURNE,-37.81095205
LE JOINT,MELBOURNE,32350702,"SHOP 2, 233 LONSDALE STREET",null,3000,144.9654839,Late night (on-premises) Licence,8205,MELBOURNE,-37.81156559
PORD AUSTRALIA PTY LTD,MELBOURNE,36151922,LEVEL 2. 287 COLLINS STREET,null,3000,144.9644379,Limited Licence,8218,MELBOURNE,-37.81633986
D.O.C. SB PTY LTD,SOUTHBANK,36152253,"TENANCY 7, BUILDING 3, 6 RIVERSIDE QUAY",null,3006,144.9637632,Limited Licence,8259,MELBOURNE,-37.82063582
COFFEA COFFEE,MELBOURNE,32264618,519-521 ELIZABETH STREET,null,3000,144.9594994,On-Premises Licence,8294,MELBOURNE,-37.80694823
FORTY FIVE DOWNSTAIRS,MELBOURNE,36062733,45 FLINDERS LANE,null,3000,144.9730786,Limited Licence,8307,MELBOURNE,-37.81483078
YOKOCHO,MELBOURNE,32264715,SHOP 101/1ST FLOOR MIDCITY ARCADE,200 BOURKE STREET,3000,144.9673846,On-Premises Licence,8314,MELBOURNE,-37.81280679
SUNNY WISDOM,MELBOURNE,32264919,146-148 LITTLE BOURKE STREET,null,3000,144.967701,Restaurant and cafe Licence,8367,MELBOURNE,-37.81132654
IGA FRESH PANTRY,MELBOURNE,32053473,90-96 SPENCER STREET,null,3000,144.9544313,Packaged Liquor Licence,8402,MELBOURNE,-37.81876804
ELIZABETH SUPERMARKET,MELBOURNE,32053376,490 ELIZABETH STREET,null,3000,144.9602988,Packaged Liquor Licence,8403,MELBOURNE,-37.8074096
COMPASS GROUP B&I HOSPITALITY SERVICES,MELBOURNE,32281076,"UPPER LEVEL CAFE, LEVEL 3 FED SQUARE",CORNER FLINDERS & SWANSTON STREETS,3000,144.9688154,Restaurant and cafe Licence,8413,MELBOURNE,-37.8177618
GOURMET CURRY HUT,MELBOURNE,32265232,SHOPS 3 & 4,318 LITTLE COLLINS STREET,3000,144.9640779,Restaurant and cafe Licence,8417,MELBOURNE,-37.81497285
null,MELBOURNE,36065024,11-17 COHEN PLACE,null,3000,144.9690343,Limited Licence,8426,MELBOURNE,-37.81099075
SHOYA RESTAURANT,MELBOURNE,32272409,25 MARKET LANE,null,3000,144.969119,Late night (on-premises) Licence,8442,MELBOURNE,-37.81175259
THE SOUK KITCHEN AND BAR,MELBOURNE,31951369,13 BLIGH PLACE,null,3000,144.963454,Late night (general) Licence,8450,MELBOURNE,-37.81661123
QUANJUDE RESTAURANT,MELBOURNE,32265672,BASEMENT & PART GROUND FLOOR,299 QUEEN STREET,3000,144.9587916,On-Premises Licence,8485,MELBOURNE,-37.81141875
THE CRANE RESTAURANT,MELBOURNE,32265915,212 LITTLE BOURKE STREET,null,3000,144.966315,Restaurant and cafe Licence,8502,MELBOURNE,-37.8121
CAFE CHINOTTO,MELBOURNE,32267797,"TENANCY T143, FEDERATION SQUARE",CORNER FLINDERS & SWANSTON STREETS,3000,144.9688154,Restaurant and cafe Licence,8503,MELBOURNE,-37.8177618
BASIL WITH THYME,MELBOURNE,32271851,GROUND FLOOR,271 WILLIAM STREET,3000,144.9565543,Restaurant and cafe Licence,8506,MELBOURNE,-37.81266828
LE TAJ FINE INDIAN FOOD,WEST MELBOURNE,32266513,70-74 ROSSLYN STREET,null,3003,144.9520206,On-Premises Licence,8583,MELBOURNE,-37.80774351
WHITE MOJO,MELBOURNE,32266393,115 HARDWARE STREET,null,3000,144.960393,Restaurant and cafe Licence,8586,MELBOURNE,-37.812091
NATURAL HISTORY,MELBOURNE,32266628,401 COLLINS STREET,null,3000,144.9612208,Restaurant and cafe Licence,8596,MELBOURNE,-37.81724844
KIRK'S HORSE BAZAAR,MELBOURNE,32268167,397 LITTLE LONSDALE STREET,null,3000,144.9602324,Late night (on-premises) Licence,8597,MELBOURNE,-37.81188733
EUROPEAN BIER CAFE,MELBOURNE,32271364,120 EXHIBITION STREET,null,3000,144.9712012,Late night (on-premises) Licence,8629,MELBOURNE,-37.8128699
MELBOURNE VIETNAM NOODLE HOUSE,MELBOURNE,32266830,251-255 SWANSTON STREET,null,3000,144.9647445,On-Premises Licence,8654,MELBOURNE,-37.81220875
ANZAC HOUSE,MELBOURNE,32269171,LEVEL 1,4-6 COLLINS STREET,3000,144.9734742,On-Premises Licence,8721,MELBOURNE,-37.8132425
IGA EXPRESS,MELBOURNE,32053782,85 QUEEN STREET,null,3000,144.961082,Packaged Liquor Licence,8725,MELBOURNE,-37.81648
NEW KUM DEN CHINESE RESTAURANT,MELBOURNE,32267200,7-9 WARATAH PLACE,null,3000,144.9670094,Restaurant and cafe Licence,8759,MELBOURNE,-37.81163508
ZINC AT FEDERATION SQUARE,MELBOURNE,32267747,TENANCY T021 FEDERATION SQUARE,CNR FLINDERS & SWANSTON STREET,3000,144.9688154,On-Premises Licence,8778,MELBOURNE,-37.8177618
ACMI CAFE AND BAR,MELBOURNE,32268337,"TENANCY T161A, FEDERATION SQUARE",CORNER FLINDERS & SWANSTON STREETS,3000,144.9688154,On-Premises Licence,8797,MELBOURNE,-37.8177618
DRIVER LANE BASEMENT,MELBOURNE,32275685,BASEMENT,318-320 LITTLE BOURKE STREET,3000,144.9631674,Late night (on-premises) Licence,8862,MELBOURNE,-37.81301029
EDV MELBOURNE,MELBOURNE,32267941,1 MALTHOUSE LANE,null,3000,144.9713385,Restaurant and cafe Licence,8865,MELBOURNE,-37.81532349
ISSUS,MELBOURNE,32268248,8-10 CENTRE PLACE,null,3000,144.9656432,Restaurant and cafe Licence,8925,MELBOURNE,-37.81671215
LOOP,MELBOURNE,32269456,19-23 MEYERS PLACE,null,3000,144.972113,Late night (on-premises) Licence,8966,MELBOURNE,-37.812138
SEZAR,MELBOURNE,32275994,6 MELBOURNE PLACE,null,3000,144.9690825,Restaurant and cafe Licence,9023,MELBOURNE,-37.81351305
null,MELBOURNE,32269325,406 LONSDALE STREET,null,3000,144.960402,On-Premises Licence,9035,MELBOURNE,-37.812598
LUISA LEATHER BOUTIQUE,MELBOURNE,36072869,"SHOP 18, 161 COLLINS STREET",null,3000,144.9686243,Limited Licence,9047,MELBOURNE,-37.8151034
POP-UP BUDDHA,MELBOURNE,32270465,FEDERATION SQUARE COMPLEX (T122A),CNR FLINDERS AND SWANSTON STREETS,3000,144.968165,On-Premises Licence,9050,MELBOURNE,-37.816787
MIONMA,MELBOURNE,32269430,50 MARKET STREET,null,3000,144.96085,Restaurant and cafe Licence,9053,MELBOURNE,-37.8181144
INDI HOTS INDIAN RESTAURANT,MELBOURNE,32269236,167 EXHIBITION STREET,null,3000,144.9701113,Restaurant and cafe Licence,9086,MELBOURNE,-37.81170058
ANTS BISTRO,MELBOURNE,32269252,SHOPS 8 & 9,CORRS LANE,3000,144.967701,Restaurant and cafe Licence,9095,MELBOURNE,-37.811326
SHOPHOUSE KITCHEN,MELBOURNE,32273722,TENANCY 29-31 QV DEVELOPMENT,210 LONSDALE STREET,3000,144.9658794,Restaurant and cafe Licence,9209,MELBOURNE,-37.8110067
AJ'S TERRACE,MELBOURNE,32270334,PART GROUND FLOOR,45 WILLIAM STREET,3000,144.9592313,Restaurant and cafe Licence,9251,MELBOURNE,-37.81853869
AMIGOS HARDWARE LANE,MELBOURNE,31951466,75-77 HARDWARE LANE,null,3000,144.9608681,Late night (general) Licence,9270,MELBOURNE,-37.81314196
STRIKE CITY,MELBOURNE,32271623,L1 296 & L2 249-253 QV DEVELOPMENT,210 LONSDALE STREET,3000,144.9658794,Late night (on-premises) Licence,9274,MELBOURNE,-37.8110067
GYPSY & PIG RESTAURANT,MELBOURNE,32270148,SHOP 3,391 LITTLE LONSDALE STREET,3000,144.960324,Restaurant and cafe Licence,9279,MELBOURNE,-37.81186188
MR LEE,WEST MELBOURNE,32271194,181 VICTORIA STREET,null,3003,144.9556904,On-Premises Licence,9296,MELBOURNE,-37.806059
MP FINE WINES,MELBOURNE,36076415,"LEVEL 2, 117 LITTLE BOURKE STREET",null,3000,144.9692033,Limited Licence,9364,MELBOURNE,-37.81225925
THE WIGS CELLAR,MELBOURNE,32054623,172 QUEEN STREET,null,3000,144.96074,Packaged Liquor Licence,9403,MELBOURNE,-37.81449151
LITTLE FLINDERS,MELBOURNE,32271267,SHOP 66 COLLINS PLACE,55 COLLINS STREET,3000,144.9719865,Restaurant and cafe Licence,9404,MELBOURNE,-37.81411801
NUMBER ONE RICE NOODLE,MELBOURNE,32271152,234 LITTLE BOURKE STREET,null,3000,144.9658504,Restaurant and cafe Licence,9412,MELBOURNE,-37.81217165
I DARTS HIVE,MELBOURNE,31951547,LEVEL 2 QV,243 LITTLE LONSDALE STREET,3000,144.9655342,Late night (general) Licence,9437,MELBOURNE,-37.8103574
CITY EXPRESS & LIQUOR,MELBOURNE,32055954,SHOP 1,32-38 BOURKE STREET,3000,144.9720127,Packaged Liquor Licence,9443,MELBOURNE,-37.811442
IGA PLUS LIQUOUR EXPRESS,MELBOURNE,32055580,35-41 LONSDALE STREET,null,3000,144.971101,Packaged Liquor Licence,9444,MELBOURNE,-37.809919
THE ATTIC ARTISAN BREAD & CAFE,MELBOURNE,32272174,"UG 1, UG 5, UG 6 & UG 7",600 BOURKE STREET,3000,144.9563145,Restaurant and cafe Licence,9445,MELBOURNE,-37.81600075
SOMERSET ON ELIZABETH,MELBOURNE,36079112,LEVEL 4 250 ELIZABETH STREET,null,3000,144.9627325,Limited Licence,9461,MELBOURNE,-37.81267859
MURMUR,MELBOURNE,32272548,1ST FLOOR,17 WARBURTON LANE,3000,144.9618378,On-Premises Licence,9498,MELBOURNE,-37.81381663
GRILL'D (QV),MELBOURNE,36078988,"SHOP 17-23, LEVEL 2 QV",CORNER SWANSTON AND LONSDALE STREET,3000,144.9655,Limited Licence,9519,MELBOURNE,-37.810922
GRILL'D (QV),MELBOURNE,32271843,"SHOP 17-23, LEVEL 2, QV COMPLEX",CORNER SWANSTON AND LONSDALE STREETS,3000,144.9658392,Restaurant and cafe Licence,9520,MELBOURNE,-37.8104116
HAKATA GENSUKE QV,MELBOURNE,32272394,200 LONSDALE STREET,null,3000,144.9655342,Restaurant and cafe Licence,9557,MELBOURNE,-37.8103574
AJISEN RAMEN MELBOURNE CENTRAL,MELBOURNE,32272776,"SHOP 013, MELBOURNE CENTRAL",211 LATROBE STREET,3000,144.9634863,Restaurant and cafe Licence,9568,MELBOURNE,-37.81170035
CITICLUB HOTEL,MELBOURNE,31951987,111-129 QUEEN STREET,null,3000,144.9607619,Late night (general) Licence,9588,MELBOURNE,-37.81576255
SANTINA 27,MELBOURNE,32273552,60 HARDWARE LANE,null,3000,144.961216,Restaurant and cafe Licence,9610,MELBOURNE,-37.813292
MUSASHI RAMEN,MELBOURNE,32272661,181 RUSSELL STREET,null,3000,144.9675499,Restaurant and cafe Licence,9626,MELBOURNE,-37.81222116
BARISTA 101,MELBOURNE,32273065,100 FLINDERS LANE,null,3000,144.970501,Restaurant and cafe Licence,9698,MELBOURNE,-37.81454156
JUNGLE JUICE BAR,MELBOURNE,32273609,SHOP 20,CENTRE PLACE,3000,144.9656432,On-Premises Licence,9700,MELBOURNE,-37.81671215
THE JOURNAL,MELBOURNE,32273439,"SHOP 1, 253 FLINDERS LANE",null,3000,144.965841,On-Premises Licence,9701,MELBOURNE,-37.81694
PURE SOUTH,SOUTHBANK,31951610,TENANCY GR2,3 SOUTHGATE AVE,3006,144.9665245,General Licence,9726,MELBOURNE,-37.8202285
NATURAL HISTORY,MELBOURNE,36081800,401 COLLINS STREET,null,3000,144.9612208,Limited Licence,9728,MELBOURNE,-37.81724844
MOYLANS CAFE RESTAURANT,MELBOURNE,36081795,BASEMENT 384-386 FLINDERS LANE,null,3000,144.9611986,Limited Licence,9729,MELBOURNE,-37.81802128
CHOCOLATE FROG CAFE,MELBOURNE,32273837,670 BOURKE STREET,null,3000,144.9542004,On-Premises Licence,9749,MELBOURNE,-37.8166019
FIVE66 CAFE - BAR - RESTAURANT,MELBOURNE,32273489,566-568 FLINDERS STREET,null,3000,144.9554552,Restaurant and cafe Licence,9758,MELBOURNE,-37.82076214
LA CHINESCA,MELBOURNE,32275376,BASEMENT,71 COLLINS STREET,3000,144.971331,Late night (on-premises) Licence,9810,MELBOURNE,-37.814323
PARLIAMENT OF VICTORIA CATERING DEPARTMENT,EAST MELBOURNE,36081892,PARLIAMENT HOUSE,SPRING STREET,3002,144.9747794,Limited Licence,9811,MELBOURNE,-37.8115771
FLORA INDIAN RESTAURANT,MELBOURNE,32273934,238A FLINDERS STREET,null,3000,144.966498,Restaurant and cafe Licence,9825,MELBOURNE,-37.817516
FLORENCE ON THE YARRA,SOUTHBANK,32274265,BERTH 3,LOWER PROMENADE,3006,144.962894,On-Premises Licence,9873,MELBOURNE,-37.821047
BISTRO GUILLAUME,SOUTHBANK,31951733,TENANCY 10/8 WHITEMAN STREET,CROWN ENTERTAINMENT COMPLEX,3006,144.9594,Late night (general) Licence,9880,MELBOURNE,-37.8223
LITTLE JAX,MELBOURNE,32276869,FIRST FLOOR,401 SWANSTON STREET,3000,144.963287,Late night (on-premises) Licence,9932,MELBOURNE,-37.809029
CLIQUE BAR,MELBOURNE,31951775,LEVEL 1,26-32 KING STREET,3000,144.9574546,Late night (general) Licence,9949,MELBOURNE,-37.8195262
DA GUIDO 365,MELBOURNE,32275017,365 LITTLE COLLINS STREET,null,3000,144.9627305,Restaurant and cafe Licence,9988,MELBOURNE,-37.81563014
CAFE VICTORIA,MELBOURNE,32274883,517 ELIZABETH STREET,null,3000,144.9594994,On-Premises Licence,10026,MELBOURNE,-37.80694823
AJISEN,MELBOURNE,32275075,130 BOURKE STREET,null,3000,144.9692033,Restaurant and cafe Licence,10027,MELBOURNE,-37.81225925
THE HARDWARE SOCIETE,MELBOURNE,32276398,120 HARDWARE STREET,null,3000,144.9606075,Restaurant and cafe Licence,10040,MELBOURNE,-37.81197258
WHITE TOMATO,MELBOURNE,32275203,160 BOURKE STREET,null,3000,144.9684743,Restaurant and cafe Licence,10041,MELBOURNE,-37.81248044
PENNY BLUE,MELBOURNE,32275677,SHOP 2 DRIVER LANE,null,3000,144.9631674,On-Premises Licence,10054,MELBOURNE,-37.81301029
HER MAJESTY'S THEATRE,MELBOURNE,32275481,219 EXHIBITION STREET,null,3000,144.9697553,On-Premises Licence,10056,MELBOURNE,-37.81091645
KIM'S KITCHEN AUSTRALIA,MELBOURNE,32276283,SHOP 3,398 LONSDALE STREET,3000,144.9605975,Restaurant and cafe Licence,10085,MELBOURNE,-37.81254115
GREAT EASTERN FOOD CENTRE,MELBOURNE,36085951,185 RUSSELL STREET,null,3000,144.9675282,Limited Licence,10097,MELBOURNE,-37.81218474
